,ProjectName,methodName,methodBody,methodBodyLength,TotalMN,Prefix,Rank,AllOccurrance
2974,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,test,1,[2]
2975,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,no,2,[]
2976,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,placeholders,3,[]
2977,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,but,4,[]
2978,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,with,5,[]
2979,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders but with values,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( ""foo bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 0 keys b",54,6,values,6,[]
2980,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that ( template engine . render ( ""foo bar"" ctx )  )  . is equal to ( ""foo bar"" )  ;   }  ",36,5,test,1,[2]
2981,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that ( template engine . render ( ""foo bar"" ctx )  )  . is equal to ( ""foo bar"" )  ;   }  ",36,5,no,2,[]
2982,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that ( template engine . render ( ""foo bar"" ctx )  )  . is equal to ( ""foo bar"" )  ;   }  ",36,5,placeholders,3,[]
2983,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that ( template engine . render ( ""foo bar"" ctx )  )  . is equal to ( ""foo bar"" )  ;   }  ",36,5,no,4,[]
2984,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test no placeholders no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that ( template engine . render ( ""foo bar"" ctx )  )  . is equal to ( ""foo bar"" )  ;   }  ",36,5,values,5,[]
2985,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test non numeric key,"@ test public void   (  )  {  attributes . put ( ""abc"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\""abc\"""" ) ",55,4,test,1,[2]
2986,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test non numeric key,"@ test public void   (  )  {  attributes . put ( ""abc"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\""abc\"""" ) ",55,4,non,2,[]
2987,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test non numeric key,"@ test public void   (  )  {  attributes . put ( ""abc"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\""abc\"""" ) ",55,4,numeric,3,[]
2988,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test non numeric key,"@ test public void   (  )  {  attributes . put ( ""abc"" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\""abc\"""" ) ",55,4,key,4,[]
2989,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test skipped key,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  attributes . put ( ""2"" ""world"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }   { 1 } "" ctx )  )  . is instance of (  illegal argument exception . class )  ",59,3,test,1,[2]
2990,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test skipped key,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  attributes . put ( ""2"" ""world"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }   { 1 } "" ctx )  )  . is instance of (  illegal argument exception . class )  ",59,3,skipped,2,[]
2991,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test skipped key,"@ test public void   (  )  {  attributes . put ( ""0"" ""hello"" )  ;  attributes . put ( ""2"" ""world"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }   { 1 } "" ctx )  )  . is instance of (  illegal argument exception . class )  ",59,3,key,3,[]
2992,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test whitespace in key,"@ test public void   (  )  {  attributes . put ( "" 1 "" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\"" 1 \"""" ) ",59,4,test,1,[2]
2993,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test whitespace in key,"@ test public void   (  )  {  attributes . put ( "" 1 "" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\"" 1 \"""" ) ",59,4,whitespace,2,[]
2994,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test whitespace in key,"@ test public void   (  )  {  attributes . put ( "" 1 "" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\"" 1 \"""" ) ",59,4,in,3,[]
2995,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test whitespace in key,"@ test public void   (  )  {  attributes . put ( "" 1 "" ""hello"" )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""\"" 1 \"""" ) ",59,4,key,4,[]
2996,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders and values,"@ test public void   (  )  {  attributes . put ( ""02"" "" ! "" )  ;  attributes . put ( ""000"" ""hello"" )  ;  attributes . put ( ""01"" ""world"" )  ;  assert that ( template engine . render ( "" { 0 }   { 1 }  { 2 } "" ctx )  )  . is equal to ( ""hello world ! "" )  ",65,5,test,1,[2]
2997,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders and values,"@ test public void   (  )  {  attributes . put ( ""02"" "" ! "" )  ;  attributes . put ( ""000"" ""hello"" )  ;  attributes . put ( ""01"" ""world"" )  ;  assert that ( template engine . render ( "" { 0 }   { 1 }  { 2 } "" ctx )  )  . is equal to ( ""hello world ! "" )  ",65,5,with,2,[]
2998,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders and values,"@ test public void   (  )  {  attributes . put ( ""02"" "" ! "" )  ;  attributes . put ( ""000"" ""hello"" )  ;  attributes . put ( ""01"" ""world"" )  ;  assert that ( template engine . render ( "" { 0 }   { 1 }  { 2 } "" ctx )  )  . is equal to ( ""hello world ! "" )  ",65,5,placeholders,3,[]
2999,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders and values,"@ test public void   (  )  {  attributes . put ( ""02"" "" ! "" )  ;  attributes . put ( ""000"" ""hello"" )  ;  attributes . put ( ""01"" ""world"" )  ;  assert that ( template engine . render ( "" { 0 }   { 1 }  { 2 } "" ctx )  )  . is equal to ( ""hello world ! "" )  ",65,5,and,4,[]
3000,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders and values,"@ test public void   (  )  {  attributes . put ( ""02"" "" ! "" )  ;  attributes . put ( ""000"" ""hello"" )  ;  attributes . put ( ""01"" ""world"" )  ;  assert that ( template engine . render ( "" { 0 }   { 1 }  { 2 } "" ctx )  )  . is equal to ( ""hello world ! "" )  ",65,5,values,5,[]
3001,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,test,1,[2]
3002,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,with,2,[]
3003,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,placeholders,3,[]
3004,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,but,4,[55]
3005,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,no,5,[]
3006,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestMessageFormatTemplateEngine.java,test with placeholders but no values,"@ test public void   (  )  {  attributes . clear (  )  ;  assert that thrown by (  (  )   -  >  template engine . render ( "" { 0 }  bar"" ctx )  )  . is instance of (  illegal argument exception . class )  . has message containing ( ""expected 1 keys but go",56,6,values,6,[]
3007,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java, public something,"@ constructor properties (  { ""id"" ""name"" }  )  public   (  integer id  string name )  {  this . id = id ;  this . name = name ;   }  ",30,2,public,1,[10]
3008,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java, public something,"@ constructor properties (  { ""id"" ""name"" }  )  public   (  integer id  string name )  {  this . id = id ;  this . name = name ;   }  ",30,2,something,2,[]
3009,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,close handle,@ after public void   (  )  {  h . close (  )  ;   }  ,14,2,close,1,[10]
3010,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,close handle,@ after public void   (  )  {  h . close (  )  ;   }  ,14,2,handle,2,[]
3011,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,open handle,@ before public void   (  )  {  h = db rule . open handle (  )  ;   }  ,18,2,open,1,[13]
3012,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,open handle,@ before public void   (  )  {  h = db rule . open handle (  )  ;   }  ,18,2,handle,2,[14]
3013,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bigish batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  int count = 100 ;  for  ( int i = 0 ;  i  <  count ;   +  + i )   {  b . bind ( ""id"" i )  . bind ",63,3,test,1,[2]
3014,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bigish batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  int count = 100 ;  for  ( int i = 0 ;  i  <  count ;   +  + i )   {  b . bind ( ""id"" i )  . bind ",63,3,bigish,2,[]
3015,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bigish batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  int count = 100 ;  for  ( int i = 0 ;  i  <  count ;   +  + i )   {  b . bind ( ""id"" i )  . bind ",63,3,batch,3,"[11, 17]"
3016,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""nam",63,3,test,1,[2]
3017,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""nam",63,3,bind,2,"[36, 42, 55, 61]"
3018,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""nam",63,3,batch,3,"[11, 17]"
3019,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind maps,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . add (  immutable map . of ( ""id"" 0 ""name"" "" keith"" )  )  ;  b . add (  immutable map . of ( """,60,3,test,1,[2]
3020,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind maps,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . add (  immutable map . of ( ""id"" 0 ""name"" "" keith"" )  )  ;  b . add (  immutable map . of ( """,60,3,bind,2,[]
3021,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind maps,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . add (  immutable map . of ( ""id"" 0 ""name"" "" keith"" )  )  ;  b . add (  immutable map . of ( """,60,3,maps,3,[]
3022,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind properties,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  (  ?    ?  ) "" )  ;  b . add ( 0 "" keith"" )  ;  b . add ( 1 "" eric"" )  ;  b . add ( 2 "" brian"" )  ;  b . execute (  )  ;",66,3,test,1,[2]
3023,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind properties,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  (  ?    ?  ) "" )  ;  b . add ( 0 "" keith"" )  ;  b . add ( 1 "" eric"" )  ;  b . add ( 2 "" brian"" )  ;  b . execute (  )  ;",66,3,bind,2,[]
3024,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test bind properties,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  (  ?    ?  ) "" )  ;  b . add ( 0 "" keith"" )  ;  b . add ( 1 "" eric"" )  ;  b . add ( 2 "" brian"" )  ;  b . execute (  )  ;",66,3,properties,3,[]
3025,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test context gets binding,"@ test public void   (  )  throws  exception  {  try  {  h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  . bind ( ""id"" 0 )  . bind ( ""name"" ""alice"" )  . add (  )  . bind ( ""id"" 0 )  . bind ( ""name"" ""bob"" )  . add (  )",62,4,test,1,[2]
3026,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test context gets binding,"@ test public void   (  )  throws  exception  {  try  {  h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  . bind ( ""id"" 0 )  . bind ( ""name"" ""alice"" )  . add (  )  . bind ( ""id"" 0 )  . bind ( ""name"" ""bob"" )  . add (  )",62,4,context,2,[]
3027,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test context gets binding,"@ test public void   (  )  throws  exception  {  try  {  h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  . bind ( ""id"" 0 )  . bind ( ""name"" ""alice"" )  . add (  )  . bind ( ""id"" 0 )  . bind ( ""name"" ""bob"" )  . add (  )",62,4,gets,3,[]
3028,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test context gets binding,"@ test public void   (  )  throws  exception  {  try  {  h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  . bind ( ""id"" 0 )  . bind ( ""name"" ""alice"" )  . add (  )  . bind ( ""id"" 0 )  . bind ( ""name"" ""bob"" )  . add (  )",62,4,binding,4,[]
3029,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test forgot final add,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  ;  b . bind ( ""name"" "" jeff"" )  ;  b . add (  )  ;  b . bind ( ""id"" 2 )  ;  ",64,4,test,1,[2]
3030,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test forgot final add,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  ;  b . bind ( ""name"" "" jeff"" )  ;  b . add (  )  ;  b . bind ( ""id"" 2 )  ;  ",64,4,forgot,2,[]
3031,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test forgot final add,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  ;  b . bind ( ""name"" "" jeff"" )  ;  b . add (  )  ;  b . bind ( ""id"" 2 )  ;  ",64,4,final,3,[]
3032,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test forgot final add,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  ;  b . bind ( ""name"" "" jeff"" )  ;  b . add (  )  ;  b . bind ( ""id"" 2 )  ;  ",64,4,add,4,[53]
3033,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test mixed mode batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;   map <  string  object >  one =  immutable map . of ( ""id"" 0 )  ;  b . bind ( ""name"" "" keith"" )  ",57,4,test,1,[2]
3034,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test mixed mode batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;   map <  string  object >  one =  immutable map . of ( ""id"" 0 )  ;  b . bind ( ""name"" "" keith"" )  ",57,4,mixed,2,[]
3035,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test mixed mode batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;   map <  string  object >  one =  immutable map . of ( ""id"" 0 )  ;  b . bind ( ""name"" "" keith"" )  ",57,4,mode,3,[]
3036,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test mixed mode batch,"@ test public void   (  )  throws  exception  {   prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;   map <  string  object >  one =  immutable map . of ( ""id"" 0 )  ;  b . bind ( ""name"" "" keith"" )  ",57,4,batch,4,"[11, 17]"
3037,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""name"" "" brian"" )",65,4,test,1,[2]
3038,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""name"" "" brian"" )",65,4,multiple,2,[]
3039,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""name"" "" brian"" )",65,4,execute,3,[]
3040,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind ( ""id"" 1 )  . bind ( ""name"" "" eric"" )  . add (  )  ;  b . bind ( ""id"" 2 )  . bind ( ""name"" "" brian"" )",65,4,bind,4,"[35, 41, 54, 60]"
3041,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind bean,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind bean ( new  something ( 1 "" eric"" )  )  . add (  )  ;  b . bind bean ( new  something ( 2 "" brian"" ) ",62,5,test,1,[2]
3042,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind bean,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind bean ( new  something ( 1 "" eric"" )  )  . add (  )  ;  b . bind bean ( new  something ( 2 "" brian"" ) ",62,5,multiple,2,[]
3043,C:\Users\User\Desktop\Thesis\jdbi\core\src\test\java\org\jdbi\v3\core\statement\TestPreparedBatch.java,test multiple execute bind bean,"@ test public void   (  )  {  final  prepared batch b = h . prepare batch ( ""insert into something  ( id  name )  values  ( :id  :name ) "" )  ;  b . bind bean ( new  something ( 1 "" eric"" )  )  . add (  )  ;  b . bind bean ( new  something ( 2 "" brian"" ) ",62,5,execute,3,[]
