,ProjectName,methodName,methodBody
1493,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java, chunk concat reader,public   (  string key )  {  this . key = key ;   }  
1494,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,add chunk,void   (  reader chunk boolean continued )  {  synchronized  ( readers )   {  readers . add last ( chunk )  ;  readers . notify all (  )  ;  this . continued = continued ;   }   }  
1495,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,close,@ override public void   (  )  throws io exception  {  if  ( closed )   {  return ;   }  for  (   reader r : readers )   {  try  {  r . close (  )  ;   }  catch  (  io exception e )   {   }   }  release reader ( key )  ;  closed = true ;  synchronized  ( readers )   {  readers . notify all (  )  ;   }   }  
1496,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,get reader,public  reader   (  string key boolean create )  {   chunk concat reader reader = readers pool . get ( key )  ;  if  ( create && reader  =  =  null )   {  reader = new  chunk concat reader ( key )  ;  readers pool . put ( key reader )  ;   }  return reader ;   }  
1497,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,get readers pool, map <  string  chunk concat reader >    (  )  {  return readers pool ;   }  
1498,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,get timeout,public long   (  )  {  return timeout ;   }  
1499,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,read,@ override public int   ( char[] cbuf int off int len )  throws io exception  {  int count = 0 ;  while  (  ! closed && count  <  len )   {  if  ( readers . is empty (  )  )   {  if  ( continued )   {  if  ( count  >  0 )   {  break ;   }  synchronized  ( readers )   {  if  (  ! readers . is empty (  )  )   {  continue ;   }  try  { 
1500,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,ready,@ override public boolean   (  )  throws io exception  {  if  ( readers . is empty (  )  )   {  return false ;   }  return readers . get first (  )  . ready (  )  ;   }  
1501,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,release reader,void   (  string key )  {  readers pool . remove ( key )  ;   }  
1502,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ChunkConcatReaderPool.java,set timeout,public void   ( long timeout )  {  this . timeout = timeout ;   }  
1503,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\DefaultEndpointMapper.java,compute path,public  string   (  atmosphere request req )  {  return  utils . path info ( req )  ;   }  
1504,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\DefaultEndpointMapper.java,map,"@ override public u   (  string path  map <  string u >  handlers )  {  if  ( path  =  =  null || path . is empty (  )  )   {  path = "" / "" ;   }  u handler = match ( path handlers )  ;  if  ( handler  =  =  null )   {  handler = match ( path  +   ( path . ends with ( "" / "" )   ?  ""all"" : "" / all"" )  handlers )  ;  if  ( handler  =  =  null )   { "
1505,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\DefaultEndpointMapper.java,match,"protected u   (  string path  map <  string u >  handlers )  {  u handler = handlers . get ( path )  ;  if  ( handler  =  =  null )   {  final  map <  string  string >  m = new  hash map <  string  string >  (  )  ;  for  (   map .  entry <  string u >  e : handlers . entry set (  )  )   {   uri template t = null ;  try  {  t = new  uri template ( e . get key (  )  )  ;  logger . trace ( "" trying to map  {  }  to  {  } "" t path )  ;  if  ( t . match ( path m )  )   {  handler = e . get value (  )  ;  logger . trace ( "" mapped  {  }  to  {  } "" t e . get value (  )  )  ;  break ;   }   }  finally  {  if  ( t  !  =  null )  t . destroy (  )  ;   }   }   }  return handler ;   }  "
1506,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java, cookie decoder,protected   ( boolean strict )  {  this . strict = strict ;   }  
1507,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java, server cookie decoder,private   ( boolean strict )  {  super ( strict )  ;   }  
1508,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,already quoted,"public static boolean   (  string value )  {  if  ( value  =  =  null || value . length (  )   <  2 )   {  return false ;   }  return  ( value . char at ( 0 )   =  =  '\""' && value . char at ( value . length (  )   -  1 )   =  =  '\""' )  ;   }  "
1509,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,decode,public void   (  string header  set <  cookie >  cookies )  {  final int header len = header . length (  )  ;  if  ( header len  =  =  0 )   {  return ;   }  int i = 0 ;  boolean rfc2965 style = false ;  if  ( header . region matches ( true 0 rfc2965   version 0 rfc2965   version . length (  )  )  )   {  i = header . index of ( ' ; ' )   +  1 ;  rfc2965 style = true ;   }  loop: for  (  ;   ;   )   {  for  (  ;   ;   )   {  if  ( i  =  =  header len )   {  break loop ;   }  char c = header . char at ( i )  ;  if  ( c  =  =  '\t' || c  =  =  '\n' || c  =  =  0x0b || c  =  =  '\f' || c  =  =  '\r' || c  =  =  ' ' || c  =  =  ' ' || c  =  =  ' ; ' )   {  i +  +  ;  continue ;   }  break ;   }  int name begin = i ;  int name end = i ;  int value begin =  - 1 ;  int value end =  - 1 ;  if  ( i  !  =  header len )   {  key val loop: for  (  ;   ;   )   {  char cur char = header . char at ( i )  ;  if  ( cur char  =  =  ' ; ' )   {  name end = i ;  value begin = value end =  - 1 ;  break key val loop ;   }  else if  ( cur char  =  =  ' = ' )   {  name end = i ;  i +  +  ;  if  ( i  =  =  header len )   {  value begin = value end = 0 ;  break key val loop ;   }  value begin = i ;  int semi pos = header . index of ( ' ; ' i )  ;  value end = i = semi pos  >  0  ?  semi pos : header len ;  break key val loop ;   }  else  {  i +  +  ;   }  if  ( i  =  =  header len )   {  name end = header len ;  value begin = value end =  - 1 ;  break ;   }   }   }  if  ( rfc2965 style &&  ( header . region matches ( name begin rfc2965   path 0 rfc2965   path . length (  )  )  || header . region matches ( name begin rfc2965   domain 0 rfc2965   domain . length (  )  )  || header . region matches ( name begin rfc2965   port 0 rfc2965   port . length (  )  )  )  )   {  continue ;   }   cookie cookie = init cookie ( header name begin name end value begin value end )  ;  if  ( cookie  !  =  null )   {  cookies . add ( cookie )  ;   }   }   }  
1510,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,escape double quotes,"private static  string   (  string s int begin index int end index )  {  if  ( s  =  =  null || s . length (  )   =  =  0 || s . index of ( '""' )   =  =   - 1 )   {  return s ;   }   string builder b = new  string builder (  )  ;  for  ( int i = begin index ;  i  <  end index ;  i +  +  )   {  char c = s . char at ( i )  ;  if  ( c  =  =  '\\' )   {  b . append ( c )  ;  if  (  +  + i  >  =  end index )   {  throw new  illegal argument exception ( "" invalid escape character in cookie value . "" )  ;   }  b . append ( s . char at ( i )  )  ;   }  else if  ( c  =  =  '""' )   {  b . append ( '\\' )  . append ( '""' )  ;   }  else  {  b . append ( c )  ;   }   }  return b . to string (  )  ;   }  "
1511,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,first invalid cookie name octet,static int   (  char sequence cs )  {  return first invalid octet ( cs valid   cookie   name   octets )  ;   }  
1512,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,first invalid cookie value octet,static int   (  char sequence cs )  {  return first invalid octet ( cs valid   cookie   value   octets )  ;   }  
1513,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,first invalid octet,static int   (  char sequence cs  bit set bits )  {  for  ( int i = 0 ;  i  <  cs . length (  )  ;  i +  +  )   {  char c = cs . char at ( i )  ;  if  (  ! bits . get ( c )  )   {  return i ;   }   }  return  - 1 ;   }  
1514,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,init cookie,protected  cookie   (  string header int name begin int name end int value begin int value end )  {  if  ( name begin  =  =   - 1 || name begin  =  =  name end )   {  return null ;   }  if  ( value begin  =  =   - 1 )   {  return null ;   }   char sequence wrapped value =  char buffer . wrap ( header value begin value end )  ;   char sequence unwrapped value = unwrap value ( wrapped value )  ;  if  ( unwrapped value  =  =  null )   {  return null ;   }  final  string name = header . substring ( name begin name end )  ;  if  ( strict && first invalid cookie name octet ( name )   >  =  0 )   {  return null ;   }  if  ( strict && first invalid cookie value octet ( unwrapped value )   >  =  0 )   {  return null ;   }   cookie cookie = new  cookie ( name unwrapped value . to string (  )  )  ;  return cookie ;   }  
1515,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,is token,public static boolean   (  string value )  {  if  ( value  =  =  null )  return true ;  int len = value . length (  )  ;  for  ( int i = 0 ;  i  <  len ;  i +  +  )   {  char c = value . char at ( i )  ;  if  ( c  <  0x20 || c  >  =  0x7f || tspecials . index of ( c )   !  =   - 1 )  return false ;   }  return true ;   }  
1516,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,maybe quote,"private static void   (  string buffer buf  string value )  {  if  ( value  =  =  null || value . length (  )   =  =  0 )   {  buf . append ( ""\""\"""" )  ;   }  else if  ( already quoted ( value )  )   {  buf . append ( '""' )  ;  buf . append ( escape double quotes ( value 1 value . length (  )   -  1 )  )  ;  buf . append ( '""' )  ;   }  else  {  buf . append ( value )  ;   }   }  "
1517,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,to string,"public static  string   (  cookie c )  {   string buffer buf = new  string buffer (  )  ;  buf . append ( c . get name (  )  )  ;  buf . append ( "" = "" )  ;  int new version = c . get version (  )  ;  maybe quote ( buf c . get value (  )  )  ;  if  ( new version  =  =  1 )   {  buf . append ( "" ;   version = 1"" )  ;  if  ( c . get comment (  )   !  =  null )   {  buf . append ( "" ;   comment = "" )  ;  maybe quote ( buf c . get comment (  )  )  ;   }   }  if  ( c . get domain (  )   !  =  null )   {  buf . append ( "" ;   domain = "" )  ;  maybe quote ( buf c . get domain (  )  )  ;   }  if  ( c . get max age (  )   >  =  0 )   {  if  ( new version  >  0 )   {  buf . append ( "" ;   max -  age = "" )  ;  buf . append ( c . get max age (  )  )  ;   }  if  ( new version  =  =  0 )   {  buf . append ( "" ;   expires = "" )  ;  if  ( c . get max age (  )   =  =  0 )   {  buf . append ( ancient date )  ;   }  else  {   date format df = new  simple date format ( old   cookie   pattern  locale . us )  ;  df . set time zone (  time zone . get time zone ( ""gmt"" )  )  ;  df . format ( new  date (  system . current time millis (  )   +  c . get max age (  )  * 1000l )  buf new  field position ( 0 )  )  ;   }   }   }  if  ( c . get path (  )   !  =  null )   {  buf . append ( "" ;   path = "" )  ;  maybe quote ( buf c . get path (  )  )  ;   }  if  ( c . get secure (  )  )   {  buf . append ( "" ;   secure"" )  ;   }  if  ( c . is http only (  )  )   {  buf . append ( "" ;   http only"" )  ;   }  return buf . to string (  )  ;   }  "
1518,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,unwrap value,"static  char sequence   (  char sequence cs )  {  final int len = cs . length (  )  ;  if  ( len  >  0 && cs . char at ( 0 )   =  =  '""' )   {  if  ( len  >  =  2 && cs . char at ( len  -  1 )   =  =  '""' )   {  return len  =  =  2  ?  """" : cs . sub sequence ( 1 len  -  1 )  ;   }  else  {  return null ;   }   }  return cs ;   }  "
1519,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,valid cookie attribute value octets,private static  bit set   (  )  {   bit set bits = new  bit set (  )  ;  for  ( int i = 32 ;  i  <  127 ;  i +  +  )   {  bits . set ( i )  ;   }  bits . set ( ' ; ' false )  ;  return bits ;   }  
1520,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,valid cookie name octets,"private static  bit set   (  )  {   bit set bits = new  bit set (  )  ;  for  ( int i = 32 ;  i  <  127 ;  i +  +  )   {  bits . set ( i )  ;   }  int[] separators = new int[] { ' ( ' ' ) ' ' < ' ' > ' '@' ' ' ' ; ' ':' '\\' '""' ' / ' '[' ']' ' ? ' ' = ' ' { ' ' } ' ' ' '\t' }  ;  for  (  int separator : separators )   {  bits . set ( separator false )  ;   }  return bits ;   }  "
1521,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,valid cookie value octets,private static  bit set   (  )  {   bit set bits = new  bit set (  )  ;  bits . set ( 0x21 )  ;  for  ( int i = 0x23 ;  i  <  =  0x2b ;  i +  +  )   {  bits . set ( i )  ;   }  for  ( int i = 0x2d ;  i  <  =  0x3a ;  i +  +  )   {  bits . set ( i )  ;   }  for  ( int i = 0x3c ;  i  <  =  0x5b ;  i +  +  )   {  bits . set ( i )  ;   }  for  ( int i = 0x5d ;  i  <  =  0x7e ;  i +  +  )   {  bits . set ( i )  ;   }  return bits ;   }  
1522,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\CookieUtil.java,validate attribute value,"static  string   (  string name  string value )  {  if  ( value  =  =  null )   {  return null ;   }  value = value . trim (  )  ;  if  ( value . is empty (  )  )   {  return null ;   }  int i = first invalid octet ( value valid   cookie   attribute   value   octets )  ;  if  ( i  !  =   - 1 )   {  throw new  illegal argument exception ( name  +  "" contains the prohibited characters: ""  +  value . char at ( i )  )  ;   }  return value ;   }  "
1523,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExcludeSessionBroadcaster.java,broadcast,public  future <  object >    (  object msg  http session s )  {  if  ( destroyed . get (  )  )   {  return future done ( msg )  ;   }   set <  atmosphere resource >  subset = new  hash set <  atmosphere resource >  (  )  ;  subset . add all ( resources )  ;  for  (   atmosphere resource r : resources )   {  if  (  ! r . get atmosphere resource event (  )  . is cancelled (  )  && s . equals ( r . get request (  )  . get session (  )  )  )   {  subset . remove ( r )  ;   }   }  start (  )  ;   object new msg = filter ( msg )  ;  if  ( new msg  =  =  null )   {  return future done ( msg )  ;   }   broadcaster future <  object >  f = new  broadcaster future <  object >  ( new msg subset . size (  )  )  ;  dispatch messages ( new  deliver ( new msg subset f msg )  )  ;  return f ;   }  
1524,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExcludeSessionBroadcaster.java,initialize,public  broadcaster   (  string id  atmosphere config config )  {  return super . initialize ( id config )  ;   }  
1525,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\DefaultUUIDProvider.java,generate uuid,@ override public  string   (  )  {  return uuid . randomuuid (  )  . to string (  )  ;   }  
1526,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java, fake http session,public   (  http session session )  {  this ( session . get id (  )  session . get servlet context (  )  session . get last accessed time (  )  session . get max inactive interval (  )  )  ;  copy attributes ( session )  ;   }  
1527,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,copy attributes,public  fake http session   (  http session http session )  {   enumeration <  string >  e = http session . get attribute names (  )  ;   string k ;  while  ( e . has more elements (  )  )   {  k = e . next element (  )  ;  if  ( k  =  =  null )  continue ;   object o = http session . get attribute ( k )  ;  if  ( o  =  =  null )  continue ;  attributes . put ( k o )  ;   }  return this ;   }  
1528,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,destroy,public void   (  )  {  attributes . clear (  )  ;   }  
1529,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get attribute,@ override public  object   (  string name )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return attributes . get ( name )  ;   }  
1530,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get attribute names,@ override public  enumeration <  string >    (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return attributes . keys (  )  ;   }  
1531,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get creation time,@ override public long   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return creation time ;   }  
1532,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get id,@ override public  string   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return session id ;   }  
1533,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get last accessed time,@ override public long   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return 0 ;   }  
1534,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get max inactive interval,@ override public int   (  )  {  return max inactive interval ;   }  
1535,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get servlet context,@ override public  servlet context   (  )  {  return servlet context ;   }  
1536,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get session context,@ override public  http session context   (  )  {  return null ;   }  
1537,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get value,@ override public  object   (  string name )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return attributes . get ( name )  ;   }  
1538,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,get value names,@ override public  string[]   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return  (  string[] )  collections . list ( attributes . keys (  )  )  . to array (  )  ;   }  
1539,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,invalidate,@ override public void   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  valid . set ( false )  ;   }  
1540,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,is new,@ override public boolean   (  )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  return false ;   }  
1541,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,put value,@ override public void   (  string name  object value )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  attributes . put ( name value )  ;   }  
1542,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,remove attribute,@ override public void   (  string name )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  attributes . remove ( name )  ;   }  
1543,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,remove value,@ override public void   (  string name )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  attributes . remove ( name )  ;   }  
1544,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,set attribute,@ override public void   (  string name  object value )  {  if  (  ! valid . get (  )  )  throw new  illegal state exception (  )  ;  attributes . put ( name value )  ;   }  
1545,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\FakeHttpSession.java,set max inactive interval,@ override public void   ( int interval )  {  this . max inactive interval = interval ;   }  
1546,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java, atmosphere thread factory,public   ( boolean shared  string name )  {  this . shared = shared ;  this . name = name ;   }  
1547,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,get async operation executor,"public static  executor service   ( final  atmosphere config config final  string name )  {  final boolean shared = config . framework (  )  . is share executor services (  )  ;  if  (  ! shared || config . properties (  )  . get ( async   write   thread   pool )   =  =  null )   {  int number of async thread = default   async   thread ;   string s = config . get init parameter (  application config . broadcaster   async   write   threadpool   maxsize )  ;  if  ( s  !  =  null )   {  number of async thread =  integer . parse int ( s )  ;   }  if  ( shared && number of async thread  =  =  1 )   {  logger . warn ( "" not enough number of async thread for a shareable thread pool  {  }   ""  +  "" setting it to a new cached thread pool"" number of async thread )  ;  number of async thread =  - 1 ;   }   abstract executor service async write service ;  boolean use fork join pool = config . get init parameter ( use   forjoinpool true )  ;  logger . trace ( "" max number of  async op  {  } "" number of async thread  =  =   - 1  ?  "" unlimited"" : number of async thread )  ;   string thread name = name  +  "" -  async op - "" ;  if  ( number of async thread  =  =   - 1 )   {  async write service =  ! use fork join pool  ?   (  thread pool executor )  executors . new cached thread pool ( new  atmosphere thread factory ( shared thread name )  )  : new  fork join pool ( shared thread name )  ;   }  else  {  async write service =  (  thread pool executor )  executors . new fixed thread pool ( number of async thread new  atmosphere thread factory ( shared thread name )  )  ;   }  keep alive threads ( async write service config )  ;  if  ( shared )   {  config . properties (  )  . put ( async   write   thread   pool async write service )  ;   }  return async write service ;   }  else  {  return  (  executor service ) config . properties (  )  . get ( async   write   thread   pool )  ;   }   }  "
1548,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,get message dispatcher,"public static  executor service   ( final  atmosphere config config final  string name )  {  final boolean shared = config . framework (  )  . is share executor services (  )  ;  boolean use fork join pool = config . get init parameter ( use   forjoinpool true )  ;  if  (  ! shared || config . properties (  )  . get ( broadcaster   thread   pool )   =  =  null )   {  int number of message processing thread = default   message   thread ;   string s = config . get init parameter (  application config . broadcaster   message   processing   threadpool   maxsize )  ;  if  ( s  !  =  null )   {  number of message processing thread =  integer . parse int ( s )  ;   }  if  ( shared && number of message processing thread  =  =  1 )   {  logger . warn ( "" not enough number of message processing thread for a shareable thread pool  {  }   ""  +  "" setting it to a new cached thread pool"" number of message processing thread )  ;  number of message processing thread =  - 1 ;   }   abstract executor service message service ;  logger . trace ( "" max number of  dispatch op  {  } "" number of message processing thread  =  =   - 1  ?  "" unlimited"" : number of message processing thread )  ;   string thread name = name  +  "" -  dispatch op - "" ;  if  ( number of message processing thread  =  =   - 1 )   {  message service =  ! use fork join pool  ?   (  thread pool executor )  executors . new cached thread pool ( new  atmosphere thread factory ( shared thread name )  )  : new  fork join pool ( shared thread name )  ;   }  else  {  message service =  (  thread pool executor )  executors . new fixed thread pool ( number of message processing thread new  atmosphere thread factory ( shared thread name )  )  ;   }  keep alive threads ( message service config )  ;  if  ( shared )   {  config . properties (  )  . put ( broadcaster   thread   pool message service )  ;   }  return message service ;   }  else  {  return  (  executor service ) config . properties (  )  . get ( broadcaster   thread   pool )  ;   }   }  "
1549,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,get scheduler,"public static  scheduled executor service   ( final  atmosphere config config )  {  final boolean shared = config . framework (  )  . is share executor services (  )  ;  if  (  ! shared || config . properties (  )  . get ( scheduler   thread   pool )   =  =  null )   {  int threads = config . get init parameter (  application config . scheduler   threadpool   maxsize  runtime . get runtime (  )  . available processors (  )  )  ;  logger . trace ( "" max number of  atmosphere -  scheduler  {  } "" threads )  ;   scheduled executor service scheduler =  executors . new scheduled thread pool ( threads new  thread factory (  )  {  private final  atomic integer count = new  atomic integer (  )  ;  @ override public  thread new thread (  final  runnable runnable )  {   thread t = new  thread ( runnable "" atmosphere -  scheduler - ""  +  count . get and increment (  )  )  ;  t . set daemon ( true )  ;  return t ;   }   }   )  ;  if  ( shared )   {  config . properties (  )  . put ( scheduler   thread   pool scheduler )  ;   }  keep alive threads (  (  thread pool executor ) scheduler config )  ;  return scheduler ;   }  else  {  return  (  scheduled executor service ) config . properties (  )  . get ( scheduler   thread   pool )  ;   }   }  "
1550,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,keep alive threads,private static void   (  abstract executor service t  atmosphere config config )  {  if  (  !  thread pool executor . class . is assignable from ( t . get class (  )  )  )   {  return ;   }   thread pool executor e =  thread pool executor . class . cast ( t )  ;  int keep alive = default   keep   alive ;   string s = config . get init parameter (  application config . executorfactory   keep   alive )  ;  if  ( s  !  =  null )   {  keep alive =  integer . parse int ( s )  ;   }  e . set keep alive time ( keep alive  time unit . seconds )  ;  e . allow core thread time out ( config . get init parameter (  application config . allow   core   thread   timeout true )  )  ;   }  
1551,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,new thread,"@ override public  thread   ( final  runnable runnable )  {   thread t = new  thread ( runnable "" atmosphere -  scheduler - ""  +  count . get and increment (  )  )  ;  t . set daemon ( true )  ;  return t ;   }  "
1552,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ExecutorsFactory.java,reset,public final static void   (  atmosphere config config )  {   executor service e =  (  executor service ) config . properties (  )  . get ( async   write   thread   pool )  ;  if  ( e  !  =  null )   {  e . shutdown (  )  ;   }  config . properties (  )  . remove ( async   write   thread   pool )  ;  e =  (  executor service ) config . properties (  )  . get ( scheduler   thread   pool )  ;  if  ( e  !  =  null )   {  e . shutdown (  )  ;   }  config . properties (  )  . remove ( scheduler   thread   pool )  ;  e =  (  executor service ) config . properties (  )  . get ( broadcaster   thread   pool )  ;  if  ( e  !  =  null )   {  e . shutdown (  )  ;   }  config . properties (  )  . remove ( broadcaster   thread   pool )  ;   }  
1553,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ForkJoinPool.java, fork join pool,"public   ( boolean shared final  string thread name )  {  this . shared = shared ;  fork join pool = new java . util . concurrent .  fork join pool (  runtime . get runtime (  )  . available processors (  )  new java . util . concurrent .  fork join pool .  fork join worker thread factory (  )  {  @ override public java . util . concurrent .  fork join worker thread new thread (  java . util . concurrent .  fork join pool pool )  {  return new jdk7 fork join worker thread ( pool  fork join pool . this . shared thread name )  ;   }   }   null false )  ;  logger . info ( "" using  fork join pool  {  }  .   set the  {  }  to  - 1 to fully use its power . "" fork join pool . get class (  )  . get name (  )   application config . broadcaster   async   write   threadpool   maxsize )  ;   }  "
1554,C:\Users\User\Desktop\Thesis\atmosphere\modules\runtime\src\main\java\org\atmosphere\util\ForkJoinPool.java,jdk fork join worker thread,"protected   ( java . util . concurrent .  fork join pool pool boolean shared  string thread name )  {  super ( pool )  ;  set name (  ( shared  ?  "" atmosphere -  shared - "" : thread name )   +  count . get and increment (  )  )  ;   }  "
